Thread   Start(us)  B/E     Dur(us)  Name/Detail
   259  2473655982  END        4477  LowerSemanticCF
   259  2473655985  BEG       55594  CheckLifetimes
   259  2473657610  BEG          12  (A) SymbolTableAnalysis
   259  2473657622  END          12  (A) SymbolTableAnalysis
   259  2473711579  END       55594  CheckLifetimes
   259  2475021127  BEG        2286  AnnotateKernels
   259  2475023414  END        2286  AnnotateKernels
   259  2475023415  BEG         477  VerifyKernels
   259  2475023893  END         477  VerifyKernels
   259  2475023893  BEG        4108  LowerSemanticCF
   259  2475028001  END        4108  LowerSemanticCF
   259  2475028003  BEG       54794  CheckLifetimes
   259  2475029574  BEG          10  (A) SymbolTableAnalysis
   259  2475029584  END          10  (A) SymbolTableAnalysis
   259  2475082797  END       54794  CheckLifetimes
   259  2489671560  BEG        2462  AnnotateKernels
   259  2489674023  END        2462  AnnotateKernels
   259  2489674023  BEG         502  VerifyKernels
   259  2489674525  END         502  VerifyKernels
   259  2489674526  BEG        4195  LowerSemanticCF
   259  2489678721  END        4195  LowerSemanticCF
   259  2489678723  BEG       56266  CheckLifetimes
   259  2489680340  BEG          10  (A) SymbolTableAnalysis
   259  2489680351  END          10  (A) SymbolTableAnalysis
   259  2489734989  END       56266  CheckLifetimes
   259  2513055058  BEG        2949  AnnotateKernels
   259  2513058008  END        2949  AnnotateKernels
   259  2513058011  BEG         590  VerifyKernels
   259  2513058601  END         590  VerifyKernels
   259  2513058601  BEG        4966  LowerSemanticCF
   259  2513063568  END        4966  LowerSemanticCF
   259  2513063570  BEG       69776  CheckLifetimes
   259  2513065994  BEG          17  (A) SymbolTableAnalysis
   259  2513066011  END          17  (A) SymbolTableAnalysis
   259  2513133347  END       69776  CheckLifetimes
   259  2514510052  BEG        3491  AnnotateKernels
   259  2514513544  END        3491  AnnotateKernels
   259  2514513544  BEG         726  VerifyKernels
   259  2514514271  END         726  VerifyKernels
   259  2514514271  BEG        6316  LowerSemanticCF
   259  2514520588  END        6316  LowerSemanticCF
   259  2514520591  BEG       78790  CheckLifetimes
   259  2514522932  BEG          16  (A) SymbolTableAnalysis
   259  2514522948  END          16  (A) SymbolTableAnalysis
   259  2514599382  END       78790  CheckLifetimes
   259  2516392639  BEG        3042  AnnotateKernels
   259  2516395682  END        3042  AnnotateKernels
   259  2516395682  BEG         642  VerifyKernels
   259  2516396325  END         642  VerifyKernels
   259  2516396325  BEG        5181  LowerSemanticCF
   259  2516401506  END        5181  LowerSemanticCF
   259  2516401508  BEG       77819  CheckLifetimes
   259  2516403517  BEG          13  (A) SymbolTableAnalysis
   259  2516403530  END          13  (A) SymbolTableAnalysis
   259  2516479328  END       77819  CheckLifetimes
   259  2518237463  BEG        2757  AnnotateKernels
   259  2518240220  END        2757  AnnotateKernels
   259  2518240221  BEG         607  VerifyKernels
   259  2518240828  END         607  VerifyKernels
   259  2518240829  BEG        4624  LowerSemanticCF
   259  2518245453  END        4624  LowerSemanticCF
   259  2518245456  BEG       59081  CheckLifetimes
   259  2518247281  BEG          12  (A) SymbolTableAnalysis
   259  2518247293  END          12  (A) SymbolTableAnalysis
   259  2518304537  END       59081  CheckLifetimes
   259  2519615641  BEG        2694  AnnotateKernels
   259  2519618336  END        2694  AnnotateKernels
   259  2519618336  BEG         544  VerifyKernels
   259  2519618881  END         544  VerifyKernels
   259  2519618881  BEG        4665  LowerSemanticCF
   259  2519623547  END        4665  LowerSemanticCF
   259  2519623548  BEG       66473  CheckLifetimes
   259  2519625548  BEG          13  (A) SymbolTableAnalysis
   259  2519625561  END          13  (A) SymbolTableAnalysis
   259  2519690022  END       66473  CheckLifetimes
   259  2521434608  BEG        2837  AnnotateKernels
   259  2521437445  END        2837  AnnotateKernels
   259  2521437446  BEG         588  VerifyKernels
   259  2521438034  END         588  VerifyKernels
   259  2521438034  BEG        4685  LowerSemanticCF
   259  2521442720  END        4685  LowerSemanticCF
   259  2521442723  BEG       63414  CheckLifetimes
   259  2521444767  BEG          10  (A) SymbolTableAnalysis
   259  2521444778  END          10  (A) SymbolTableAnalysis
   259  2521506137  END       63414  CheckLifetimes
   259  2522710941  BEG        3042  AnnotateKernels
   259  2522713984  END        3042  AnnotateKernels
   259  2522713985  BEG         647  VerifyKernels
   259  2522714632  END         647  VerifyKernels
   259  2522714632  BEG        5550  LowerSemanticCF
   259  2522720183  END        5550  LowerSemanticCF
   259  2522720186  BEG       75829  CheckLifetimes
   259  2522722254  BEG          14  (A) SymbolTableAnalysis
   259  2522722268  END          14  (A) SymbolTableAnalysis
   259  2522796016  END       75829  CheckLifetimes
   259  2524015315  BEG        3012  AnnotateKernels
   259  2524018327  END        3012  AnnotateKernels
   259  2524018328  BEG         626  VerifyKernels
   259  2524018955  END         626  VerifyKernels
   259  2524018955  BEG        4860  LowerSemanticCF
   259  2524023815  END        4860  LowerSemanticCF
   259  2524023817  BEG      136374  CheckLifetimes
   259  2524025902  BEG          12  (A) SymbolTableAnalysis
   259  2524025915  END          12  (A) SymbolTableAnalysis
   259  2524160192  END      136374  CheckLifetimes
   259  2525890207  BEG        3684  AnnotateKernels
   259  2525893892  END        3684  AnnotateKernels
   259  2525893893  BEG         797  VerifyKernels
   259  2525894691  END         797  VerifyKernels
   259  2525894692  BEG        5800  LowerSemanticCF
   259  2525900492  END        5800  LowerSemanticCF
   259  2525900496  BEG       79749  CheckLifetimes
   259  2525902805  BEG          15  (A) SymbolTableAnalysis
   259  2525902820  END          15  (A) SymbolTableAnalysis
   259  2525980245  END       79749  CheckLifetimes
   259  2527246692  BEG        3492  AnnotateKernels
   259  2527250184  END        3492  AnnotateKernels
   259  2527250188  BEG         716  VerifyKernels
   259  2527250904  END         716  VerifyKernels
   259  2527250905  BEG        5569  LowerSemanticCF
   259  2527256474  END        5569  LowerSemanticCF
   259  2527256477  BEG       75543  CheckLifetimes
   259  2527259010  BEG          18  (A) SymbolTableAnalysis
   259  2527259028  END          18  (A) SymbolTableAnalysis
   259  2527332021  END       75543  CheckLifetimes
   259  2528607383  BEG        3440  AnnotateKernels
   259  2528610824  END        3440  AnnotateKernels
   259  2528610826  BEG         646  VerifyKernels
   259  2528611472  END         646  VerifyKernels
   259  2528611472  BEG        5266  LowerSemanticCF
   259  2528616738  END        5266  LowerSemanticCF
   259  2528616741  BEG       68830  CheckLifetimes
   259  2528618915  BEG          14  (A) SymbolTableAnalysis
   259  2528618930  END          14  (A) SymbolTableAnalysis
   259  2528685572  END       68830  CheckLifetimes
   259  2530039391  BEG        2941  AnnotateKernels
   259  2530042332  END        2941  AnnotateKernels
   259  2530042333  BEG         817  VerifyKernels
   259  2530043150  END         817  VerifyKernels
   259  2530043150  BEG        4608  LowerSemanticCF
   259  2530047759  END        4608  LowerSemanticCF
   259  2530047761  BEG       68517  CheckLifetimes
   259  2530050009  BEG          13  (A) SymbolTableAnalysis
   259  2530050023  END          13  (A) SymbolTableAnalysis
   259  2530116279  END       68517  CheckLifetimes
   259  2551184897  BEG        2269  AnnotateKernels
   259  2551187167  END        2269  AnnotateKernels
   259  2551187167  BEG         459  VerifyKernels
   259  2551187627  END         459  VerifyKernels
   259  2551187627  BEG        4259  LowerSemanticCF
   259  2551191887  END        4259  LowerSemanticCF
   259  2551191889  BEG       54378  CheckLifetimes
   259  2551193493  BEG          10  (A) SymbolTableAnalysis
   259  2551193503  END          10  (A) SymbolTableAnalysis
   259  2551246268  END       54378  CheckLifetimes
   259  2552301071  BEG        2622  AnnotateKernels
   259  2552303694  END        2622  AnnotateKernels
   259  2552303695  BEG         466  VerifyKernels
   259  2552304161  END         466  VerifyKernels
   259  2552304161  BEG        4250  LowerSemanticCF
   259  2552308412  END        4250  LowerSemanticCF
   259  2552308413  BEG       54296  CheckLifetimes
   259  2552309999  BEG          10  (A) SymbolTableAnalysis
   259  2552310010  END          10  (A) SymbolTableAnalysis
   259  2552362710  END       54296  CheckLifetimes
   259  2574816000  BEG        2170  AnnotateKernels
   259  2574818170  END        2170  AnnotateKernels
   259  2574818171  BEG         444  VerifyKernels
   259  2574818616  END         444  VerifyKernels
   259  2574818616  BEG        3798  LowerSemanticCF
   259  2574822415  END        3798  LowerSemanticCF
   259  2574822416  BEG       44070  CheckLifetimes
   259  2574823981  BEG          11  (A) SymbolTableAnalysis
   259  2574823992  END          11  (A) SymbolTableAnalysis
   259  2574866487  END       44070  CheckLifetimes
   259  2575857061  BEG        2054  AnnotateKernels
   259  2575859115  END        2054  AnnotateKernels
   259  2575859116  BEG         417  VerifyKernels
   259  2575859534  END         417  VerifyKernels
   259  2575859534  BEG        3655  LowerSemanticCF
   259  2575863190  END        3655  LowerSemanticCF
   259  2575863190  BEG       44194  CheckLifetimes
   259  2575864619  BEG          10  (A) SymbolTableAnalysis
   259  2575864629  END          10  (A) SymbolTableAnalysis
   259  2575907384  END       44194  CheckLifetimes
   259  2762188554  BEG        3814  AnnotateKernels
   259  2762192368  END        3814  AnnotateKernels
   259  2762192371  BEG         513  VerifyKernels
   259  2762192884  END         513  VerifyKernels
   259  2762192885  BEG        4971  LowerSemanticCF
   259  2762197856  END        4971  LowerSemanticCF
   259  2762197858  BEG       56064  CheckLifetimes
   259  2762199767  BEG          12  (A) SymbolTableAnalysis
   259  2762199779  END          12  (A) SymbolTableAnalysis
   259  2762253922  END       56064  CheckLifetimes
   259  2785095055  BEG        2113  AnnotateKernels
   259  2785097168  END        2113  AnnotateKernels
   259  2785097169  BEG         432  VerifyKernels
   259  2785097601  END         432  VerifyKernels
   259  2785097602  BEG        4151  LowerSemanticCF
   259  2785101753  END        4151  LowerSemanticCF
   259  2785101756  BEG       45365  CheckLifetimes
   259  2785103307  BEG          11  (A) SymbolTableAnalysis
   259  2785103319  END          11  (A) SymbolTableAnalysis
   259  2785147121  END       45365  CheckLifetimes
   259  2789819446  BEG        2183  AnnotateKernels
   259  2789821629  END        2183  AnnotateKernels
   259  2789821630  BEG         436  VerifyKernels
   259  2789822067  END         436  VerifyKernels
   259  2789822067  BEG        3679  LowerSemanticCF
   259  2789825747  END        3679  LowerSemanticCF
   259  2789825748  BEG       44008  CheckLifetimes
   259  2789827214  BEG          10  (A) SymbolTableAnalysis
   259  2789827225  END          10  (A) SymbolTableAnalysis
   259  2789869757  END       44008  CheckLifetimes
   259  2995629360  BEG        2396  AnnotateKernels
   259  2995631756  END        2396  AnnotateKernels
   259  2995631757  BEG         507  VerifyKernels
   259  2995632264  END         507  VerifyKernels
   259  2995632265  BEG        4340  LowerSemanticCF
   259  2995636606  END        4340  LowerSemanticCF
   259  2995636608  BEG       55141  CheckLifetimes
   259  2995638208  BEG          11  (A) SymbolTableAnalysis
   259  2995638220  END          11  (A) SymbolTableAnalysis
   259  2995691750  END       55141  CheckLifetimes
   259  3015100825  BEG        1979  AnnotateKernels
   259  3015102804  END        1979  AnnotateKernels
   259  3015102804  BEG         413  VerifyKernels
   259  3015103217  END         413  VerifyKernels
   259  3015103218  BEG        3321  LowerSemanticCF
   259  3015106539  END        3321  LowerSemanticCF
   259  3015106540  BEG       44533  CheckLifetimes
   259  3015107938  BEG          11  (A) SymbolTableAnalysis
   259  3015107949  END          11  (A) SymbolTableAnalysis
   259  3015151074  END       44533  CheckLifetimes
